-0.424162,-0.792297,1.51164
-0.42416,-0.791478,1.5116
-0.424229,-0.793198,1.51024
-0.424225,-0.791546,1.51016
-0.424251,-0.794112,1.50881
-0.424245,-0.791616,1.50869
-0.424537,-0.795707,1.50765
-0.424528,-0.791674,1.50746
-0.42451,-0.796678,1.5062
-0.424498,-0.791745,1.50597
-0.424468,-0.797664,1.50472
-0.424455,-0.791817,1.50444
-0.424428,-0.798675,1.50322
-0.424412,-0.791891,1.50289
-0.424393,-0.799722,1.50168
-0.424375,-0.791966,1.50131
-0.424896,-0.801315,1.50061
-0.424874,-0.792019,1.50017
-0.424868,-0.802407,1.49908
-0.424844,-0.792094,1.49859
-0.424814,-0.803503,1.49752
-0.424787,-0.792171,1.49699
-0.424712,-0.804603,1.49596
-0.424683,-0.792247,1.49537
-0.424578,-0.805704,1.49438
-0.424546,-0.792325,1.49375
-0.424432,-0.806807,1.49279
-0.424398,-0.792403,1.49211
-0.425166,-0.808532,1.49148
-0.425128,-0.792467,1.49072
-0.425032,-0.809692,1.48988
-0.424992,-0.792546,1.48906
-0.424905,-0.81081,1.48831
-0.424863,-0.792623,1.48745
-0.424774,-0.81195,1.48669
-0.424729,-0.792703,1.48577
-0.424624,-0.813089,1.48505
-0.424576,-0.792784,1.48409
-0.425303,-0.814363,1.48414
-0.425253,-0.792828,1.48312
-0.42516,-0.815468,1.48257
-0.425107,-0.792905,1.48149
-0.424998,-0.816572,1.481
-0.424942,-0.792983,1.47988
-0.424818,-0.817674,1.47943
-0.42476,-0.79306,1.47826
-0.424621,-0.818777,1.47785
-0.424561,-0.793138,1.47663
-0.425011,-0.820749,1.47608
-0.424947,-0.793225,1.47478
-0.424812,-0.821857,1.47453
-0.424745,-0.793302,1.47317
-0.424599,-0.822934,1.47299
-0.42453,-0.793377,1.47159
-0.424382,-0.823996,1.47147
-0.424311,-0.793452,1.47002
-0.424164,-0.825044,1.46996
-0.42409,-0.793527,1.46847
-0.423937,-0.826086,1.46847
-0.42386,-0.7936,1.46692
-0.424201,-0.827914,1.46727
-0.424121,-0.793661,1.46564
-0.423996,-0.828958,1.46586
-0.423914,-0.79373,1.46419
-0.423797,-0.829989,1.46446
-0.423712,-0.793799,1.46274
-0.423601,-0.831001,1.46309
-0.423514,-0.793867,1.46132
-0.423411,-0.831993,1.46173
-0.423322,-0.793934,1.45993
-0.423593,-0.833696,1.46079
-0.4235,-0.793982,1.4589
-0.423428,-0.834681,1.45954
-0.423333,-0.794044,1.45761
-0.423249,-0.835666,1.45831
-0.423152,-0.794105,1.45633
-0.423061,-0.836652,1.4571
-0.422962,-0.794165,1.45508
-0.422872,-0.837625,1.45593
-0.420526,-0.80573,1.45357
-0.422677,-0.838593,1.45478
-0.420268,-0.805839,1.45236
-0.422901,-0.839769,1.45453
-0.420407,-0.805854,1.45201
-0.42274,-0.840685,1.45351
-0.420185,-0.80595,1.45094
-0.422591,-0.84158,1.45253
-0.419977,-0.806043,1.44989
-0.422447,-0.842459,1.45157
-0.419775,-0.806132,1.44888
-0.422306,-0.843333,1.45063
-0.419576,-0.806221,1.44788
-0.422356,-0.844331,1.45011
-0.419556,-0.806266,1.44729
-0.422251,-0.845183,1.44925
-0.419395,-0.806346,1.44638
-0.422168,-0.84602,1.44844
-0.419255,-0.806421,1.44551
-0.422084,-0.846844,1.44766
-0.419116,-0.806492,1.44467
-0.422001,-0.847656,1.44692
-0.418978,-0.806561,1.44388
-0.421923,-0.848457,1.44623
-0.418846,-0.806626,1.44313
-0.421828,-0.84952,1.44562
-0.418677,-0.806689,1.44245
-0.421762,-0.8503,1.44502
-0.418558,-0.806747,1.44179
-0.421708,-0.851064,1.44446
-0.415188,-0.771186,1.44246
-0.421671,-0.851818,1.44394
-0.415091,-0.771207,1.44193
-0.421654,-0.852544,1.44348
-0.415016,-0.771225,1.44145
-0.421705,-0.853234,1.44334
-0.415011,-0.771229,1.44129
-0.421749,-0.853951,1.44296
-0.414998,-0.77124,1.4409
-0.421835,-0.854667,1.44264
-0.415026,-0.771246,1.44055
-0.421967,-0.855394,1.44234
-0.415098,-0.771248,1.44024
-0.42213,-0.856113,1.44208
-0.415203,-0.771247,1.43996
-0.422357,-0.856447,1.44219
-0.415401,-0.771228,1.44005
-0.422567,-0.857119,1.44203
-0.415555,-0.77122,1.43988
-0.422801,-0.857784,1.44191
-0.415735,-0.771209,1.43974
-0.423066,-0.858445,1.44182
-0.415944,-0.771194,1.43964
-0.423368,-0.859102,1.44177
-0.416191,-0.771176,1.43957
-0.423698,-0.859743,1.44175
-0.416467,-0.771154,1.43953
-0.423755,-0.859725,1.44199
-0.416524,-0.771144,1.43977
-0.424128,-0.860302,1.44205
-0.416182,-0.763274,1.43997
-0.424536,-0.860862,1.44214
-0.416542,-0.763243,1.44005
-0.424983,-0.861412,1.44228
-0.416941,-0.763208,1.44018
-0.425448,-0.861942,1.44245
-0.417359,-0.76317,1.44033
-0.425298,-0.861503,1.4428
-0.417246,-0.763172,1.4407
-0.432172,-0.865784,1.44817
-0.423716,-0.762529,1.44596
-0.432795,-0.865088,1.44877
-0.42439,-0.762461,1.44657
-0.433409,-0.865273,1.44882
-0.424985,-0.762411,1.44662
-0.434295,-0.865616,1.44959
-0.425765,-0.755229,1.44905
-0.435227,-0.865984,1.45042
-0.426662,-0.755156,1.44988
-0.435329,-0.866122,1.44995
-0.426753,-0.755151,1.44941
-0.436255,-0.866513,1.45069
-0.427644,-0.755079,1.45015
-0.43721,-0.866915,1.45148
-0.428561,-0.755004,1.45093
-0.438163,-0.867312,1.4523
-0.429478,-0.754929,1.45175
-0.439149,-0.867725,1.45311
-0.430427,-0.754852,1.45257
-0.440155,-0.868144,1.45392
-0.431394,-0.754773,1.45337
-0.440339,-0.868104,1.45359
-0.431579,-0.75476,1.45304
-0.441309,-0.868495,1.45439
-0.432514,-0.754684,1.45383
-0.442312,-0.868893,1.45516
-0.43348,-0.754606,1.4546
-0.443343,-0.869289,1.45594
-0.434474,-0.754525,1.45538
-0.444411,-0.869686,1.45676
-0.435505,-0.754442,1.4562
-0.445464,-0.870079,1.45754
-0.436521,-0.754359,1.45698
-0.445542,-0.869463,1.45732
-0.439825,-0.749428,1.45491
-0.446581,-0.869814,1.45805
-0.440845,-0.749365,1.45562
-0.447629,-0.870154,1.45878
-0.441873,-0.749301,1.45635
-0.448699,-0.870504,1.45952
-0.442923,-0.749236,1.45708
-0.449767,-0.870849,1.46025
-0.443971,-0.749172,1.4578
-0.449887,-0.869982,1.46022
-0.444133,-0.749164,1.45778
-0.450911,-0.870249,1.46091
-0.445141,-0.749103,1.45848
-0.451924,-0.870512,1.4616
-0.446139,-0.749041,1.45916
-0.452938,-0.87077,1.4623
-0.447138,-0.74898,1.45984
-0.453936,-0.871028,1.46297
-0.448121,-0.74892,1.46051
-0.453956,-0.870089,1.46293
-0.448185,-0.748917,1.4605
-0.45492,-0.870277,1.46357
-0.449137,-0.748859,1.46112
-0.455895,-0.87046,1.4642
-0.450101,-0.748801,1.46175
-0.456858,-0.870639,1.4648
-0.451052,-0.748743,1.46235
-0.457832,-0.870809,1.46541
-0.452016,-0.748685,1.46295
-0.458318,-0.869763,1.46561
-0.45255,-0.748655,1.46318
-0.459282,-0.869866,1.4662
-0.453507,-0.748598,1.46376
-0.460248,-0.869966,1.46678
-0.454465,-0.748541,1.46434
-0.461242,-0.870057,1.46739
-0.455452,-0.748481,1.46494
-0.462207,-0.87014,1.46797
-0.45641,-0.748424,1.46552
-0.463205,-0.870219,1.46859
-0.457402,-0.748365,1.46614
-0.463757,-0.869075,1.46906
-0.458006,-0.748326,1.46663
-0.464734,-0.869084,1.4697
-0.45898,-0.748267,1.46727
-0.465689,-0.869091,1.47034
-0.459932,-0.748209,1.4679
-0.466665,-0.86909,1.471
-0.460905,-0.748149,1.46857
-0.467637,-0.869092,1.47168
-0.461874,-0.748089,1.46924
-0.468206,-0.868139,1.47236
-0.462486,-0.748046,1.46994
-0.469117,-0.868094,1.47307
-0.463397,-0.747988,1.47066
-0.470028,-0.868055,1.4738
-0.464307,-0.74793,1.47138
-0.470941,-0.868024,1.47451
-0.465218,-0.747872,1.47209
-0.47189,-0.867996,1.47526
-0.466166,-0.747812,1.47284
-0.472794,-0.867128,1.4761
-0.467109,-0.74775,1.4737
-0.473754,-0.867076,1.47686
-0.468068,-0.747689,1.47446
-0.474722,-0.867031,1.47763
-0.469036,-0.747627,1.47523
-0.475702,-0.867004,1.47841
-0.470013,-0.747565,1.47601
-0.476684,-0.866994,1.47918
-0.470993,-0.747503,1.47678
-0.477718,-0.866409,1.47993
-0.472052,-0.747437,1.47753
-0.478717,-0.866393,1.48071
-0.473049,-0.747374,1.47832
-0.479733,-0.866398,1.48151
-0.474062,-0.74731,1.47911
-0.480736,-0.866412,1.48229
-0.475061,-0.747247,1.4799
-0.481764,-0.866451,1.48308
-0.476084,-0.747182,1.48068
-0.483031,-0.866038,1.48383
-0.477367,-0.747106,1.48144
-0.484082,-0.866085,1.48462
-0.478412,-0.74704,1.48223
-0.485139,-0.866158,1.48539
-0.479463,-0.746975,1.483
-0.486202,-0.866258,1.48614
-0.480517,-0.746909,1.48374
-0.487254,-0.866378,1.4869
-0.481561,-0.746845,1.48449
-0.488314,-0.866517,1.48764
-0.482611,-0.74678,1.48523
-0.489789,-0.865898,1.48846
-0.484112,-0.746692,1.48606
-0.490903,-0.866034,1.48919
-0.485216,-0.746624,1.48679
-0.491996,-0.866182,1.48989
-0.486299,-0.746559,1.48749
-0.49311,-0.866357,1.49059
-0.487401,-0.746492,1.48818
-0.494215,-0.866552,1.49128
-0.488494,-0.746426,1.48887
-0.495506,-0.866138,1.49198
-0.489801,-0.74635,1.48956
-0.496621,-0.866317,1.49263
-0.490904,-0.746284,1.49022
-0.497747,-0.866505,1.49329
-0.492018,-0.746218,1.49087
-0.49888,-0.866707,1.49394
-0.493139,-0.746152,1.49151
-0.499981,-0.866926,1.49457
-0.494226,-0.746087,1.49214
-0.501507,-0.866524,1.49512
-0.495767,-0.746003,1.49269
-0.502647,-0.866724,1.49573
-0.496895,-0.745937,1.4933
-0.503748,-0.866927,1.49632
-0.497982,-0.745874,1.49388
-0.504862,-0.867138,1.49691
-0.499083,-0.745809,1.49447
-0.505971,-0.86735,1.49749
-0.50018,-0.745745,1.49504
-0.507576,-0.866978,1.49791
-0.501798,-0.74566,1.49547
-0.508741,-0.867152,1.49845
-0.502952,-0.745594,1.49601
-0.509928,-0.867325,1.49898
-0.504127,-0.745528,1.49653
-0.511133,-0.867501,1.49951
-0.50532,-0.74546,1.49705
-0.512332,-0.867674,1.50002
-0.506508,-0.745394,1.49756
-0.513863,-0.867211,1.50036
-0.508058,-0.745313,1.49791
-0.515101,-0.867354,1.50086
-0.509286,-0.745244,1.4984
-0.516318,-0.867498,1.50137
-0.510492,-0.745177,1.4989
-0.517572,-0.867644,1.50191
-0.511736,-0.745107,1.49944
-0.518812,-0.867791,1.50243
-0.512966,-0.745038,1.49996
-0.520065,-0.867936,1.50294
-0.514209,-0.744968,1.50047
-0.521585,-0.867382,1.5031
-0.515751,-0.744891,1.50064
-0.52287,-0.867486,1.50356
-0.517028,-0.744821,1.50109
-0.524166,-0.867572,1.50402
-0.527179,-0.740726,1.50012
-0.525466,-0.867639,1.50448
-0.528481,-0.740743,1.50058
-0.526774,-0.867687,1.50493
-0.529789,-0.74076,1.50103
-0.528097,-0.867725,1.50539
-0.531113,-0.740777,1.50148
-0.528944,-0.867196,1.50533
-0.531947,-0.740798,1.50145
-0.530281,-0.867205,1.50575
-0.533284,-0.740817,1.50186
-0.531611,-0.86721,1.50616
-0.534613,-0.740836,1.50228
-0.53295,-0.867221,1.50656
-0.535952,-0.740856,1.50268
-0.534278,-0.867236,1.50695
-0.53728,-0.740875,1.50306
-0.535633,-0.867018,1.50701
-0.538629,-0.740905,1.50313
-0.537011,-0.867012,1.50738
-0.540007,-0.740927,1.5035
-0.538353,-0.867,1.50774
-0.541348,-0.740947,1.50386
-0.539717,-0.866986,1.50811
-0.542711,-0.740968,1.50423
-0.541081,-0.866964,1.50846
-0.544074,-0.74099,1.50459
-0.542425,-0.866725,1.50856
-0.545412,-0.741018,1.5047
-0.543787,-0.866666,1.50891
-0.546772,-0.74104,1.50504
-0.545145,-0.866609,1.50924
-0.548128,-0.741062,1.50538
-0.546507,-0.866563,1.50957
-0.549488,-0.741084,1.50571
-0.547854,-0.866524,1.5099
-0.550834,-0.741106,1.50604
-0.548721,-0.866371,1.51012
-0.551697,-0.74112,1.50626
-0.550035,-0.866323,1.51042
-0.553009,-0.741141,1.50657
-0.551336,-0.866264,1.51073
-0.554308,-0.741162,1.50688
-0.552619,-0.866193,1.51103
-0.555589,-0.741184,1.50718
-0.553898,-0.866114,1.51132
-0.556866,-0.741205,1.50748
-0.55436,-0.865772,1.51164
-0.557319,-0.741205,1.50781
-0.555488,-0.865698,1.51192
-0.558446,-0.741223,1.50809
-0.556614,-0.865647,1.51219
-0.55957,-0.741242,1.50836
-0.557708,-0.865608,1.51245
-0.560663,-0.74126,1.50862
-0.558756,-0.865571,1.51269
-0.561709,-0.741277,1.50887
-0.559803,-0.865534,1.5129
-0.562755,-0.741296,1.50908
-0.560033,-0.865595,1.51283
-0.562986,-0.741304,1.509
-0.561004,-0.865558,1.51298
-0.563956,-0.741322,1.50916
-0.561953,-0.865517,1.51311
-0.564903,-0.74134,1.50929
-0.562885,-0.865475,1.51323
-0.527154,-0.738212,1.51059
-0.56377,-0.865442,1.51333
-0.528038,-0.738195,1.51071
-0.564632,-0.865426,1.5134
-0.528899,-0.738177,1.51085
-0.565436,-0.865418,1.51348
-0.529702,-0.73816,1.51103
-0.566209,-0.865418,1.51355
-0.491431,-0.738822,1.51104
-0.565098,-0.865612,1.51305
-0.470804,-0.739187,1.51053
-0.565719,-0.865648,1.51304
-0.458401,-0.739399,1.51067
-0.566322,-0.865684,1.513
-0.459002,-0.739387,1.51072
-0.56692,-0.865726,1.51293
-0.459599,-0.739379,1.5106
-0.56752,-0.865771,1.51285
-0.447193,-0.739597,1.51042
-0.568355,-0.865807,1.51225
-0.42849,-0.739931,1.50981
-0.568938,-0.865873,1.5121
-0.409553,-0.740258,1.50984
-0.569508,-0.865959,1.51193
-0.38409,-0.740697,1.50986
-0.570053,-0.866052,1.51176
-0.378118,-0.740801,1.50981
-0.570579,-0.86615,1.51159
-0.365614,-0.741016,1.50988
-0.571093,-0.866255,1.51141
-0.359608,-0.741117,1.51005
-0.571981,-0.866235,1.51097
-0.360492,-0.741104,1.50993
-0.572489,-0.866346,1.51078
-0.360993,-0.741094,1.50995
-0.572976,-0.866463,1.51059
-0.361474,-0.741086,1.50999
-0.573439,-0.86658,1.51041
-0.36193,-0.74108,1.50988
-0.573887,-0.866702,1.51022
-0.362371,-0.741074,1.50976
-0.574533,-0.866555,1.51015
-0.363014,-0.741063,1.50977
-0.574961,-0.866663,1.50999
-0.363434,-0.741061,1.50947
-0.575386,-0.866773,1.50982
-0.363851,-0.741061,1.50907
-0.57582,-0.866883,1.50963
-0.364276,-0.741066,1.50837
-0.576243,-0.86699,1.50942
-0.358196,-0.741185,1.50758
-0.576879,-0.866684,1.5093
-0.358833,-0.74118,1.50723
-0.577239,-0.866764,1.50906
-0.35919,-0.741184,1.50669
-0.577562,-0.866846,1.50882
-0.35951,-0.74119,1.50605
-0.577851,-0.866927,1.50855
-0.359796,-0.741195,1.50549
-0.578106,-0.867004,1.50826
-0.353537,-0.741312,1.50496
-0.578677,-0.866621,1.50802
-0.3476,-0.741422,1.50456
-0.578899,-0.86666,1.5077
-0.347822,-0.741426,1.50414
-0.579081,-0.866691,1.50736
-0.334979,-0.741658,1.50354
-0.579232,-0.866722,1.507
-0.328618,-0.741777,1.50302
-0.579361,-0.866754,1.50661
-0.328749,-0.741783,1.50258
-0.580207,-0.866195,1.50622
-0.323114,-0.741889,1.50211
-0.580351,-0.866186,1.50579
-0.323261,-0.741893,1.50173
-0.580482,-0.866169,1.50534
-0.323398,-0.741899,1.50125
-0.580596,-0.866138,1.50487
-0.323516,-0.741905,1.50079
-0.580681,-0.866076,1.50436
-0.323609,-0.741918,1.5
-0.581781,-0.865451,1.50374
-0.324728,-0.741914,1.49914
-0.58188,-0.865323,1.50315
-0.318323,-0.742034,1.49859
-0.58196,-0.865205,1.50254
-0.3119,-0.742157,1.49791
-0.582034,-0.865074,1.50192
-0.305471,-0.742282,1.49713
-0.582093,-0.864934,1.50127
-0.299027,-0.742404,1.49653
-0.582131,-0.864795,1.5006
-0.292585,-0.74253,1.49572
-0.583006,-0.864486,1.49986
-0.293479,-0.742527,1.49501
-0.583033,-0.86435,1.49915
-0.293522,-0.742541,1.49419
-0.58303,-0.864221,1.49842
-0.293535,-0.742557,1.4933
-0.583005,-0.864089,1.49766
-0.293524,-0.742572,1.49243
-0.582958,-0.863954,1.4969
-0.293491,-0.742589,1.49155
-0.583728,-0.86394,1.49614
-0.287765,-0.742706,1.49054
-0.583691,-0.863808,1.49533
-0.281231,-0.742836,1.48957
-0.583637,-0.863677,1.49449
-0.268173,-0.743084,1.48829
-0.583559,-0.863551,1.49366
-0.248604,-0.743449,1.48678
-0.583451,-0.863428,1.4928
-0.235493,-0.743694,1.48577
-0.58417,-0.863436,1.49185
-0.236226,-0.743697,1.48486
-0.584035,-0.863301,1.49097
-0.23611,-0.743725,1.48344
-0.58387,-0.863172,1.49006
-0.229451,-0.743863,1.48216
-0.583682,-0.863058,1.48911
-0.229277,-0.743887,1.48097
-0.583483,-0.862965,1.48818
-0.229098,-0.743919,1.47933
-0.583857,-0.862746,1.48747
-0.229489,-0.743931,1.47827
-0.583623,-0.862683,1.48652
-0.222771,-0.744071,1.47692
-0.58333,-0.86263,1.48556
-0.222484,-0.7441,1.47561
-0.582986,-0.862589,1.48462
-0.222156,-0.744134,1.47399
-0.582601,-0.862569,1.48366
-0.221774,-0.744162,1.47281
-0.58282,-0.862753,1.48281
-0.23611,-0.702991,1.47397
-0.582385,-0.862785,1.48183
-0.235698,-0.702959,1.47264
-0.581907,-0.862827,1.48086
-0.228761,-0.702404,1.47128
-0.58137,-0.862893,1.47984
-0.228234,-0.702361,1.47064
